mu.R,mu.py,k.R,k.py,mean.n_try,var.n_try,p.20,graph.type,prob_epi,n,graph.var,corr.var,b.var,t.var.ratio,mean.var.ratio
NA,2.665202108963093,NA,0.9389730205332301,14.846666666666666,206.73543508479287,0.6071546323771843,Negative Binomial,0.051,407,140,0,17,0.04972932,17.5
NA,5.598493626882966,NA,0.6323482274909206,3.99,12.760533778148456,0.6603539273517541,Negative Binomial,0.223,408,140,1,17,0.04972932,17.5
NA,2.633535004321521,NA,0.8870372122165054,20.366666666666667,348.90964692799554,0.6137184115523465,Negative Binomial,0.016,409,140,0,19,0.04521718,17.5
NA,5.194371727748691,NA,0.7212898336943728,4.6066666666666665,15.738404225743675,0.6320713115786821,Negative Binomial,0.239,410,140,1,19,0.04521718,17.5
NA,2.479367866549605,NA,1.0485574412113454,41.516666666666666,2748.7003058103974,0.5835694050991501,Negative Binomial,0.008,411,140,0,21,0.0414949,17.5
NA,4.642661179698217,NA,0.7281526031819548,4.873333333333333,17.825476786210732,0.6337716058501994,Negative Binomial,0.218,412,140,1,21,0.0414949,17.5
NA,2.358784893267652,NA,1.0327842677156436,131.69666666666666,25520.731932165694,0.5891924817264184,Negative Binomial,0,413,140,0,23,0.03825944,17.5
NA,4.319648093841642,NA,0.7112649129022004,5,23.2860717264387,0.6465970807875084,Negative Binomial,0.194,414,140,1,23,0.03825944,17.5
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,415,140,0,25,0.0357363,17.5
NA,4.429763560500695,NA,0.7329101551253125,5.163333333333333,21.394484292465943,0.6410518053375196,Negative Binomial,0.217,416,140,1,25,0.0357363,17.5
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,417,140,0,27,0.03324964,17.5
NA,3.989018531228552,NA,0.6903712206445868,5.326666666666667,21.144242424242425,0.6495612525808672,Negative Binomial,0.163,418,140,1,27,0.03324964,17.5
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,419,140,0,29,0.03111772,17.5
NA,3.9778456837280367,NA,0.7832475416647005,6.213333333333333,35.490731164859604,0.6288169771461494,Negative Binomial,0.139,420,140,1,29,0.03111772,17.5
NA,6.51061388410786,NA,0.6636566986836143,2.3666666666666667,3.074784542674451,0.6507314064152273,Negative Binomial,0.451,421,160,0,3,0.15044462,20
NA,17.803254972875227,NA,0.6966366875327936,1.99,1.7046538782318599,0.60251696258075,Negative Binomial,0.459,422,160,1,3,0.15044462,20
NA,4.310151878497202,NA,0.6973001261227738,3.0866666666666664,6.597987211565193,0.6518453264094956,Negative Binomial,0.33,423,160,0,5,0.11912856,20
NA,14.387244685285536,NA,0.6227862358393343,2.6166666666666667,3.479288295802057,0.6327756048095031,Negative Binomial,0.409,424,160,1,5,0.11912856,20
NA,3.637770897832817,NA,0.828394158792374,3.9,10.258548790658882,0.6201063829787234,Negative Binomial,0.247,425,160,0,7,0.0975731,20
NA,11.152737752161384,NA,0.6195225599916583,2.8966666666666665,5.910914651098137,0.6521317829457365,Negative Binomial,0.367,426,160,1,7,0.0975731,20
NA,3.1933560477001706,NA,0.981344159080518,4.693333333333333,16.212799555184876,0.5985596158975727,Negative Binomial,0.187,427,160,0,9,0.08201116,20
NA,9.64218009478673,NA,0.6213899578471558,3.05,6.232693911592994,0.6513148193659376,Negative Binomial,0.348,428,160,1,9,0.08201116,20
NA,2.90112749349523,NA,0.9670942539304626,6.523333333333333,40.44315818737837,0.6022421524663677,Negative Binomial,0.171,429,160,0,11,0.07032651,20
NA,8.111986494091164,NA,0.6173213656539109,3.5433333333333334,8.601957186544343,0.6540582726326742,Negative Binomial,0.349,430,160,1,11,0.07032651,20
NA,2.803664921465969,NA,0.9068077690538138,6.84,31.267122602168474,0.6143790849673203,Negative Binomial,0.154,431,160,0,13,0.06202945,20
NA,7.262945914844649,NA,0.6352728892617007,3.5933333333333333,8.054667778704475,0.6540442050225779,Negative Binomial,0.286,432,160,1,13,0.06202945,20
NA,2.6262008733624453,NA,0.9141589913599898,10.013333333333334,77.81133166527663,0.605171267043565,Negative Binomial,0.108,433,160,0,15,0.0549127,20
NA,5.837764144512611,NA,0.6944536108814672,3.9466666666666668,12.35411731998888,0.640471742176553,Negative Binomial,0.243,434,160,1,15,0.0549127,20
NA,2.3757736516357206,NA,1.1008230284150202,14.286666666666667,220.76846260772865,0.5736881280238184,Negative Binomial,0.067,435,160,0,17,0.04972932,20
NA,5.70785762256548,NA,0.6977625974286344,4.116666666666666,13.761189880455936,0.6510471820214143,Negative Binomial,0.237,436,160,1,17,0.04972932,20
NA,2.409917355371901,NA,0.9609951519874367,19.466666666666665,337.690297470114,0.5970507544581619,Negative Binomial,0.02,437,160,0,19,0.04521718,20
NA,5.113207547169812,NA,0.663552708991647,4.363333333333333,16.81199888796219,0.6541862832421428,Negative Binomial,0.237,438,160,1,19,0.04521718,20
NA,2.4275618374558303,NA,1.1066985244387721,31.886666666666667,1013.3115818737837,0.5829694323144105,Negative Binomial,0.008,439,160,0,21,0.0414949,20
NA,4.897039030955585,NA,0.6993465456725609,4.76,19.63209341117598,0.6398241033392882,Negative Binomial,0.206,440,160,1,21,0.0414949,20
NA,2.344885883347422,NA,0.9592733804631033,72.74,13342.177547956631,0.5931867339581831,Negative Binomial,0,441,160,0,23,0.03825944,20
NA,4.490857946554149,NA,0.6925648162949654,5.1433333333333335,23.16876285793717,0.6638740995928594,Negative Binomial,0.199,442,160,1,23,0.03825944,20
NA,2.4142973192526402,NA,0.8281857921006536,337.47,444831.23512927437,0.6217193808882907,Negative Binomial,0,443,160,0,25,0.0357363,20
NA,4.609429978888107,NA,0.7495956162926425,5.006666666666667,21.224309146510983,0.6319465648854962,Negative Binomial,0.184,444,160,1,25,0.0357363,20
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,445,160,0,27,0.03324964,20
NA,4.057992565055762,NA,0.7588849417860088,6.323333333333333,33.66684459271615,0.6378252106998901,Negative Binomial,0.202,446,160,1,27,0.03324964,20
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,447,160,0,29,0.03111772,20
NA,3.8935849056603775,NA,0.8622332300919897,6.553333333333334,32.173967194884625,0.6129579375848032,Negative Binomial,0.2,448,160,1,29,0.03111772,20
NA,7.48953488372093,NA,0.6657053116547711,2.25,2.416180150125104,0.6485211923614346,Negative Binomial,0.48,449,180,0,3,0.15044462,22.5
NA,20.765276430649855,NA,0.6843866342172581,2.14,2.489140950792327,0.5898453921248074,Negative Binomial,0.441,450,180,1,3,0.15044462,22.5
NA,5.332885003362475,NA,0.704676418706019,2.9566666666666666,5.68619405059772,0.6393757881462799,Negative Binomial,0.346,451,180,0,5,0.11912856,22.5
NA,15.791997240427733,NA,0.6545496708000331,2.4966666666666666,3.773133166527662,0.6170136082654376,Negative Binomial,0.362,452,180,1,5,0.11912856,22.5
NA,4.108050847457627,NA,0.7483995140690336,3.763333333333333,12.330931331665276,0.6331012549424102,Negative Binomial,0.269,453,180,0,7,0.0975731,22.5
NA,11.90950226244344,NA,0.6124569931446996,2.9266666666666667,5.218971365026411,0.6526194697737251,Negative Binomial,0.388,454,180,1,7,0.0975731,22.5
NA,3.33115823817292,NA,0.8929028717359423,5.133333333333334,21.133166527661942,0.6002693437806073,Negative Binomial,0.205,455,180,0,9,0.08201116,22.5
NA,10.681797548797094,NA,0.6143112796091582,3.01,6.335179316096747,0.6320967193608703,Negative Binomial,0.311,456,180,1,9,0.08201116,22.5
NA,3.114503816793893,NA,0.9041983042036592,5.716666666666667,24.79038087294968,0.6109749455337691,Negative Binomial,0.155,457,180,0,11,0.07032651,22.5
NA,8.420921544209216,NA,0.6785096764838164,3.1966666666666668,7.4241757019738674,0.6284013605442177,Negative Binomial,0.264,458,180,1,11,0.07032651,22.5
NA,2.7373817034700316,NA,0.8667648926049999,7.696666666666666,50.95378370864609,0.6122154998559493,Negative Binomial,0.12,459,180,0,13,0.06202945,22.5
NA,7.6160664819944595,NA,0.6664641918272723,3.5966666666666667,10.189146510981374,0.6393031206808758,Negative Binomial,0.235,460,180,1,13,0.06202945,22.5
NA,2.586763518966909,NA,0.9274163298997583,9.083333333333334,67.15234917987212,0.6093603744149766,Negative Binomial,0.104,461,180,0,15,0.0549127,22.5
NA,6.56217277486911,NA,0.6817441899311695,3.953333333333333,11.173800389213234,0.6378777301286527,Negative Binomial,0.259,462,180,1,15,0.0549127,22.5
NA,2.5937770095073467,NA,1.0081915369508512,11.156666666666666,112.20562691131498,0.5935521492835721,Negative Binomial,0.107,463,180,0,17,0.04972932,22.5
NA,6.368214885282597,NA,0.6974242296895854,4.046666666666667,11.774300806227412,0.6303163444639719,Negative Binomial,0.235,464,180,1,17,0.04972932,22.5
NA,2.4656357388316152,NA,1.03857727068786,13.743333333333334,155.72722824576036,0.5928571428571429,Negative Binomial,0.06,465,180,0,19,0.04521718,22.5
NA,5.865925058548009,NA,0.645116221995542,4.1866666666666665,13.302907978871282,0.6526599461024054,Negative Binomial,0.209,466,180,1,19,0.04521718,22.5
NA,2.4236540158870254,NA,1.0148158296606118,19.3,311.90325271059214,0.5929533867443554,Negative Binomial,0.015,467,180,0,21,0.0414949,22.5
NA,5.310850439882698,NA,0.7387016581321912,4.193333333333333,12.75992215735335,0.6329030922142462,Negative Binomial,0.21,468,180,1,21,0.0414949,22.5
NA,2.541459369817579,NA,0.8574838012371153,37.11333333333334,1923.8503641923826,0.617862969004894,Negative Binomial,0.004,469,180,0,23,0.03825944,22.5
NA,5.128065395095367,NA,0.7365301290444464,4.67,15.320533778148457,0.6310773113708821,Negative Binomial,0.178,470,180,1,23,0.03825944,22.5
NA,2.4330244313395113,NA,0.9836123324569759,75.35,8082.856547122602,0.6066481994459834,Negative Binomial,0,471,180,0,25,0.0357363,22.5
NA,4.696211579699786,NA,0.7508472567172845,5.846666666666667,27.786310814567695,0.6339041095890411,Negative Binomial,0.169,472,180,1,25,0.0357363,22.5
NA,2.2252475247524752,NA,1.1005248743727776,272.1433333333333,404736.3630914651,0.585928809788654,Negative Binomial,0,473,180,0,27,0.03324964,22.5
NA,4.383275261324042,NA,0.7474802553956674,5.92,32.34722268557131,0.6374801271860095,Negative Binomial,0.174,474,180,1,27,0.03324964,22.5
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,475,180,0,29,0.03111772,22.5
NA,4.408077994428969,NA,0.7796444279877109,5.77,26.385754795663054,0.6232622432859399,Negative Binomial,0.155,476,180,1,29,0.03111772,22.5
NA,7.772218564845293,NA,0.700206785970321,2.4,3.2026688907422853,0.6353549042859563,Negative Binomial,0.444,477,200,0,3,0.15044462,25
NA,21.634673979280926,NA,0.6771469264480292,2.1966666666666668,2.2131665276619406,0.5857756496021407,Negative Binomial,0.503,478,200,1,3,0.15044462,25
NA,5.310522442972774,NA,0.6994471476924146,3.2666666666666666,7.1214901306644425,0.6372453928225025,Negative Binomial,0.29,479,200,0,5,0.11912856,25
NA,16.134069981583792,NA,0.6290763877224849,2.41,3.244603836530442,0.628464295498128,Negative Binomial,0.404,480,200,1,5,0.11912856,25
NA,4.375549048316252,NA,0.6713470381850883,3.8466666666666667,10.471882123992216,0.6508700016730802,Negative Binomial,0.28,481,200,0,7,0.0975731,25
NA,13.570733532934131,NA,0.6456471840643191,2.9,5.621351125938282,0.6237831278784369,Negative Binomial,0.425,482,200,1,7,0.0975731,25
NA,3.5271867612293146,NA,0.8046787321131487,5.316666666666666,24.623575201556854,0.62874218051832,Negative Binomial,0.187,483,200,0,9,0.08201116,25
NA,11.319036144578313,NA,0.6509486300283688,3.1733333333333333,6.842324159021407,0.6244518244135053,Negative Binomial,0.328,484,200,1,9,0.08201116,25
NA,3.237104825291181,NA,0.8884908372443527,5.73,29.681834862385323,0.6126317142122848,Negative Binomial,0.171,485,200,0,11,0.07032651,25
NA,9.826868495742668,NA,0.676132574465773,3.4233333333333333,7.537069780372533,0.6257220564166747,Negative Binomial,0.299,486,200,1,11,0.07032651,25
NA,2.907745865970409,NA,0.9022991315210916,7.216666666666667,39.95635251598554,0.6124663274468722,Negative Binomial,0.16,487,200,0,13,0.06202945,25
NA,8.1890694239291,NA,0.6716975063501585,3.61,7.690975813177648,0.6266835016835017,Negative Binomial,0.289,488,200,1,13,0.06202945,25
NA,2.95578231292517,NA,0.8620527317064773,8.71,58.73484570475396,0.615578250863061,Negative Binomial,0.134,489,200,0,15,0.0549127,25
NA,7.640677966101695,NA,0.6455435430689437,3.9033333333333333,12.884726160689464,0.645703933747412,Negative Binomial,0.197,490,200,1,15,0.0549127,25
NA,2.654310344827586,NA,0.8778131533549622,11.81,116.39756463719766,0.6122929522572264,Negative Binomial,0.095,491,200,0,17,0.04972932,25
NA,6.811068702290076,NA,0.6787837096887329,4.383333333333334,13.587711982207395,0.6493182030447371,Negative Binomial,0.236,492,200,1,17,0.04972932,25
NA,2.6371527777777777,NA,0.9645542316125393,13.983333333333333,158.46844592716153,0.6066491112574062,Negative Binomial,0.08,493,200,0,19,0.04521718,25
NA,6.178438661710037,NA,0.6640138652410794,4.4366666666666665,14.544776202390882,0.6454823505816285,Negative Binomial,0.224,494,200,1,19,0.04521718,25
NA,2.441747572815534,NA,0.894309677301366,16.62,276.3125271059216,0.6123260437375746,Negative Binomial,0.036,495,200,0,21,0.0414949,25
NA,6.1186868686868685,NA,0.6900876382899224,4.88,17.400100083402837,0.6413536937680562,Negative Binomial,0.214,496,200,1,21,0.0414949,25
NA,2.3772151898734175,NA,0.9605315856312726,24.536666666666665,518.9210897970531,0.604632587859425,Negative Binomial,0.012,497,200,0,23,0.03825944,25
NA,5.455431754874652,NA,0.6916300397088527,5.296666666666667,23.50824576035585,0.6397753382690835,Negative Binomial,0.172,498,200,1,23,0.03825944,25
NA,2.3863829787234043,NA,0.9570766654458047,45.52,4704.463319432861,0.5985199714693296,Negative Binomial,0,499,200,0,25,0.0357363,25
NA,5.209084836339345,NA,0.6970273220379479,5.07,20.25531276063386,0.6531482431392664,Negative Binomial,0.179,500,200,1,25,0.0357363,25
NA,2.3644628099173555,NA,1.010238051124325,119.73666666666666,40673.555284959686,0.5956833275078643,Negative Binomial,0,501,200,0,27,0.03324964,25
NA,4.890625,NA,0.7280408371524623,5.616666666666666,23.08229079788713,0.6391107561235356,Negative Binomial,0.152,502,200,1,27,0.03324964,25
NA,NA,NA,NA,0,0,NA,Negative Binomial,0,503,200,0,29,0.03111772,25
NA,4.481702763256162,NA,0.7234486612043785,6.133333333333334,26.21740339171532,0.6388935177470422,Negative Binomial,0.132,504,200,1,29,0.03111772,25
NA,9.044692737430168,NA,0.6092647111275639,2.6433333333333335,4.072849596886294,0.6555814475826829,Negative Binomial,0.4,505,220,0,3,0.15044462,27.5
NA,23.654688569472963,NA,0.6504957401294473,2.19,2.4826355296080065,0.6007176029745801,Negative Binomial,0.488,506,220,1,3,0.15044462,27.5
NA,6.080958549222798,NA,0.6596833538394788,3.09,6.594061718098415,0.6459686867611034,Negative Binomial,0.314,507,220,0,5,0.11912856,27.5
NA,19.252058823529413,NA,0.624477177519506,2.6066666666666665,4.068679455101473,0.6125471683700751,Negative Binomial,0.375,508,220,1,5,0.11912856,27.5
NA,4.386159169550173,NA,0.7423404723748962,4.24,14.461117597998332,0.6248816661407384,Negative Binomial,0.246,509,220,0,7,0.0975731,27.5
NA,15.565397923875432,NA,0.6049853212343266,3.0366666666666666,8.082057269947178,0.6314856393384315,Negative Binomial,0.313,510,220,1,7,0.0975731,27.5
NA,3.8615263571990557,NA,0.762829217256415,4.453333333333333,14.513249930497636,0.6321312143439283,Negative Binomial,0.184,511,220,0,9,0.08201116,27.5
NA,12.704932343954605,NA,0.6181927773390943,3.21,8.219416180150125,0.635328271549799,Negative Binomial,0.285,512,220,1,9,0.08201116,27.5
NA,3.37099358974359,NA,0.8270034647029263,5.683333333333334,26.345009730330833,0.627287853577371,Negative Binomial,0.131,513,220,0,11,0.07032651,27.5
NA,10.711006781429317,NA,0.6265322471725335,3.2666666666666666,7.00806227411732,0.6431719670773877,Negative Binomial,0.33,514,220,1,11,0.07032651,27.5
NA,3.1507692307692308,NA,0.8526319394741297,6.616666666666666,31.115651932165694,0.61688232421875,Negative Binomial,0.128,515,220,0,13,0.06202945,27.5
NA,9.3004158004158,NA,0.6335747837098354,3.6933333333333334,9.694033917153183,0.6426176371968257,Negative Binomial,0.315,516,220,1,13,0.06202945,27.5
NA,2.8985959438377535,NA,0.8335990040843904,8.636666666666667,75.07388379204893,0.621232508073197,Negative Binomial,0.104,517,220,0,15,0.0549127,27.5
NA,7.676154332700822,NA,0.6828855831216866,3.7733333333333334,10.330564359188212,0.6492048450889915,Negative Binomial,0.244,518,220,1,15,0.0549127,27.5
NA,2.957894736842105,NA,0.9227482496776153,10.693333333333333,106.99511815401723,0.6006022447303586,Negative Binomial,0.083,519,220,0,17,0.04972932,27.5
NA,7.424657534246576,NA,0.6435573999149121,3.8,9.514595496246873,0.6514118402053586,Negative Binomial,0.235,520,220,1,17,0.04972932,27.5
NA,2.7100840336134455,NA,0.989510591703605,13.076666666666666,168.65800389213234,0.593875968992248,Negative Binomial,0.092,521,220,0,19,0.04521718,27.5
NA,6.995055624227441,NA,0.6460309781279109,4.426666666666667,16.738571031415066,0.6408817812334334,Negative Binomial,0.257,522,220,1,19,0.04521718,27.5
NA,2.6270358306188926,NA,0.8543877007251582,15.32,220.98842368640533,0.625077495350279,Negative Binomial,0.044,523,220,0,21,0.0414949,27.5
NA,6.5297728667894415,NA,0.646107246944043,5.1,18.07839866555463,0.6473159725486509,Negative Binomial,0.172,524,220,1,21,0.0414949,27.5
NA,2.7079866888519133,NA,0.8447294750491643,19.51,346.4385988323603,0.6240399385560675,Negative Binomial,0.018,525,220,0,23,0.03825944,27.5
NA,6.179456193353475,NA,0.64584471605554,5.24,19.912326939115932,0.6459127798963528,Negative Binomial,0.217,526,220,1,23,0.03825944,27.5
NA,2.5021385799828915,NA,0.8868290591487041,28.35333333333333,937.5497803725326,0.6099145299145299,Negative Binomial,0,527,220,0,25,0.0357363,27.5
NA,5.974033816425121,NA,0.7131879113848383,5.31,19.02975813177648,0.6344384918629334,Negative Binomial,0.193,528,220,1,25,0.0357363,27.5
NA,2.5446127946127945,NA,0.8158108072091244,49.89,5424.471626355296,0.6201620906384386,Negative Binomial,0,529,220,0,27,0.03324964,27.5
NA,5.346868547832072,NA,0.707523416972365,5.503333333333333,24.670547678621073,0.6338653623374951,Negative Binomial,0.192,530,220,1,27,0.03324964,27.5
NA,2.477883096366509,NA,0.9409018534765416,129.77666666666667,73461.69153183208,0.5931622569333759,Negative Binomial,0,531,220,0,29,0.03111772,27.5
NA,5.143270622286542,NA,0.7730619788532661,5.483333333333333,23.702807895468446,0.6241207090602139,Negative Binomial,0.16,532,220,1,29,0.03111772,27.5
NA,9.11389236545682,NA,0.6388379388303943,2.473333333333333,3.765760355852099,0.6559152705300741,Negative Binomial,0.418,533,240,0,3,0.15044462,30
NA,28.46856403622251,NA,0.6191445540767181,2.12,2.3542285237698084,0.6051680889931019,Negative Binomial,0.457,534,240,1,3,0.15044462,30
NA,6.597977243994943,NA,0.6164039857773975,2.9566666666666666,5.519388379204893,0.6607348150986779,Negative Binomial,0.361,535,240,0,5,0.11912856,30
NA,20.67701034367701,NA,0.6026973053313683,2.5433333333333334,4.298370864609397,0.6268134067033517,Negative Binomial,0.421,536,240,1,5,0.11912856,30
NA,5.213315217391305,NA,0.5922498564041261,3.9266666666666667,11.183942174033916,0.6756906437320823,Negative Binomial,0.299,537,240,0,7,0.0975731,30
NA,17.861686390532544,NA,0.5802108468449498,3.14,6.625921601334445,0.6434013830800447,Negative Binomial,0.378,538,240,1,7,0.0975731,30
NA,4.123253903040263,NA,0.7030117914782141,5.02,20.083002502085073,0.6625647668393783,Negative Binomial,0.214,539,240,0,9,0.08201116,30
NA,14.64997964997965,NA,0.6131526037665185,3.46,6.787389491242702,0.6444158910959855,Negative Binomial,0.262,540,240,1,9,0.08201116,30
NA,3.8711217183770885,NA,0.7320315937237171,6.33,30.306355296080067,0.6396937936703658,Negative Binomial,0.175,541,240,0,11,0.07032651,30
NA,12.567530695770804,NA,0.6186142356753547,3.74,9.50698915763136,0.6488728470111449,Negative Binomial,0.238,542,240,1,11,0.07032651,30
NA,3.437795275590551,NA,0.7875455704661711,7.763333333333334,43.24335835418404,0.6256871278057718,Negative Binomial,0.1,543,240,0,13,0.06202945,30
NA,11.360515021459227,NA,0.6027076056852388,4.223333333333334,12.350414234083958,0.6534874386097469,Negative Binomial,0.231,544,240,1,13,0.06202945,30
NA,3.1994727592267136,NA,0.8297604808384206,8.343333333333334,47.89870447595218,0.622699807745125,Negative Binomial,0.163,545,240,0,15,0.0549127,30
NA,9.759079283887468,NA,0.5489336429497282,4.463333333333333,15.167962190714483,0.6798312280517846,Negative Binomial,0.226,546,240,1,15,0.0549127,30
NA,2.8931433659839714,NA,0.9012142516276459,9.816666666666666,101.87461773700306,0.6137273007079102,Negative Binomial,0.084,547,240,0,17,0.04972932,30
NA,8.880262438490979,NA,0.5860125375359813,4.66,16.698315262718932,0.6744243319788203,Negative Binomial,0.211,548,240,1,17,0.04972932,30
NA,2.709009009009009,NA,0.9628252700017118,10.926666666666666,121.4424909646928,0.6031759228466911,Negative Binomial,0.079,549,240,0,19,0.04521718,30
NA,7.940959409594096,NA,0.5860765504232002,4.6066666666666665,14.844325827078121,0.6692224287484511,Negative Binomial,0.251,550,240,1,19,0.04521718,30
NA,2.818019625334523,NA,0.9453761267676943,13.04,154.9875562969141,0.602880658436214,Negative Binomial,0.072,551,240,0,21,0.0414949,30
NA,7.688679245283019,NA,0.6121993342411189,4.626666666666667,15.693700305810397,0.6661234662576687,Negative Binomial,0.199,552,240,1,21,0.0414949,30
NA,2.531986531986532,NA,0.8841436032723038,14.47,172.7330442035029,0.6145279255319149,Negative Binomial,0.036,553,240,0,23,0.03825944,30
NA,7.029161603888213,NA,0.6218004559263838,4.86,17.28814011676397,0.6668107173725151,Negative Binomial,0.286,554,240,1,23,0.03825944,30
NA,2.6502283105022832,NA,0.973228587067182,19.626666666666665,487.1198887962191,0.6087181254307374,Negative Binomial,0.02,555,240,0,25,0.0357363,30
NA,5.886041807147674,NA,0.6572586258764567,5.46,23.134345287739784,0.6614446099209531,Negative Binomial,0.208,556,240,1,25,0.0357363,30
NA,2.6155102040816325,NA,0.770749871697508,25.136666666666667,619.8145009730331,0.6407615480649188,Negative Binomial,0.004,557,240,0,27,0.03324964,30
NA,5.934297769740808,NA,0.707500648086936,5.213333333333333,21.685893800389213,0.6262315896394108,Negative Binomial,0.173,558,240,1,27,0.03324964,30
NA,2.437962962962963,NA,1.0434636336082548,39.92666666666667,4446.987111481791,0.593049753133308,Negative Binomial,0,559,240,0,29,0.03111772,30
NA,5.984819734345351,NA,0.6485134488465423,6.456666666666667,33.00896302474284,0.6540900443880786,Negative Binomial,0.187,560,240,1,29,0.03111772,30
NA,9.666441136671176,NA,0.5890346251612303,2.3433333333333333,2.3807728662774537,0.6831035206831385,Negative Binomial,0.413,561,260,0,3,0.15044462,32.5
NA,28.12185104052574,NA,0.6535470204331515,2.4133333333333336,4.306077286627746,0.5913890809242364,Negative Binomial,0.406,562,260,1,3,0.15044462,32.5
NA,6.6174794173527545,NA,0.6155076215391981,3.256666666666667,6.709713650264109,0.6660206718346253,Negative Binomial,0.243,563,260,0,5,0.11912856,32.5
NA,20.804347826086957,NA,0.603774795980812,2.6033333333333335,4.209496802891298,0.6202355116148219,Negative Binomial,0.418,564,260,1,5,0.11912856,32.5
NA,5.0911602209944755,NA,0.6484645191209842,4.01,11.793060884070059,0.6630154639175257,Negative Binomial,0.282,565,260,0,7,0.0975731,32.5
NA,18.187453874538747,NA,0.5956134389068773,2.7666666666666666,5.209897136502641,0.6329684710274306,Negative Binomial,0.305,566,260,1,7,0.0975731,32.5
NA,4.493212669683258,NA,0.7770665247027123,4.61,16.952026688907424,0.6311681772406847,Negative Binomial,0.175,567,260,0,9,0.08201116,32.5
NA,14.094896668072543,NA,0.6051660112535064,3.23,8.33070892410342,0.6387758460755858,Negative Binomial,0.316,568,260,1,9,0.08201116,32.5
NA,3.741547708489857,NA,0.7673138171268963,5.256666666666667,20.44115651932166,0.6342871485943775,Negative Binomial,0.194,569,260,0,11,0.07032651,32.5
NA,12.355902777777779,NA,0.5984540360725038,3.3966666666666665,7.178637753683625,0.6456108613179711,Negative Binomial,0.235,570,260,1,11,0.07032651,32.5
NA,3.456099456099456,NA,0.692476277926658,7.266666666666667,51.405059772032246,0.6542828237410072,Negative Binomial,0.167,571,260,0,13,0.06202945,32.5
NA,11.365864144453997,NA,0.5943756800870531,3.6966666666666668,8.645193216569364,0.6463857472481749,Negative Binomial,0.24,572,260,1,13,0.06202945,32.5
NA,3.189751801441153,NA,0.7805592641299457,7.986666666666666,47.21917153183208,0.6332831325301205,Negative Binomial,0.158,573,260,0,15,0.0549127,32.5
NA,9.887845592070944,NA,0.6355255422614622,4.35,15.266889074228525,0.6450276971775257,Negative Binomial,0.243,574,260,1,15,0.0549127,32.5
NA,2.957258064516129,NA,0.9201968471509162,8.573333333333334,67.18727828746178,0.5983774202345241,Negative Binomial,0.122,575,260,0,17,0.04972932,32.5
NA,8.967810026385225,NA,0.6065926279930922,4.48,14.448306922435362,0.6580263622454984,Negative Binomial,0.266,576,260,1,17,0.04972932,32.5
NA,2.793305439330544,NA,0.9095290163398327,10.556666666666667,92.20362524325827,0.6092720191731575,Negative Binomial,0.123,577,260,0,19,0.04521718,32.5
NA,8.216621983914209,NA,0.6080170417922627,4.17,14.306355296080067,0.6524569303054033,Negative Binomial,0.219,578,260,1,19,0.04521718,32.5
NA,2.862153344208809,NA,0.7935920336520285,11.35,115.37698081734779,0.6385722428042178,Negative Binomial,0.055,579,260,0,21,0.0414949,32.5
NA,7.484726224783862,NA,0.614360528590744,4.74,16.73301084236864,0.651413060218697,Negative Binomial,0.189,580,260,1,21,0.0414949,32.5
NA,2.6802721088435373,NA,0.9156375644591455,15.533333333333333,265.04976369196555,0.6061230964467005,Negative Binomial,0.079,581,260,0,23,0.03825944,32.5
NA,6.9751919669226226,NA,0.589672512002942,4.63,15.092343619683069,0.6722626810060124,Negative Binomial,0.182,582,260,1,23,0.03825944,32.5
NA,2.5151267375306623,NA,0.8936650545028425,16.586666666666666,288.2093299972199,0.6138654096228868,Negative Binomial,0.016,583,260,0,25,0.0357363,32.5
NA,7.104108047270681,NA,0.6110253440284621,5.333333333333333,26.95802057269947,0.6621712610899874,Negative Binomial,0.156,584,260,1,25,0.0357363,32.5
NA,2.552130553037171,NA,0.937379796020052,24.67,576.0211175979983,0.6170515097690942,Negative Binomial,0.004,585,260,0,27,0.03324964,32.5
NA,6.342892768079801,NA,0.6349779238388674,5.86,27.630091743119266,0.6487615490465893,Negative Binomial,0.236,586,260,1,27,0.03324964,32.5
NA,2.549307253463733,NA,0.8266392391774484,33.89,1939.7943953294412,0.6200447570332481,Negative Binomial,0.004,587,260,0,29,0.03111772,32.5
NA,5.945689069925322,NA,0.6711657144314367,5.943333333333333,32.026811231581874,0.65251769810459,Negative Binomial,0.178,588,260,1,29,0.03111772,32.5
NA,10.7328125,NA,0.5223429996048682,2.493333333333333,4.073350013900472,0.6902023584218955,Negative Binomial,0.404,589,280,0,3,0.15044462,35
NA,29.60064829821718,NA,0.6189479470872195,2.3066666666666666,2.9217236586043924,0.6052640224271228,Negative Binomial,0.472,590,280,1,3,0.15044462,35
NA,6.816556291390729,NA,0.5909428638174576,3.43,8.345387823185987,0.677402117944234,Negative Binomial,0.317,591,280,0,5,0.11912856,35
NA,23.46762360446571,NA,0.5671924876238053,2.95,5.872393661384487,0.6252633510486468,Negative Binomial,0.338,592,280,1,5,0.11912856,35
