n,sim,k_obs,k,mu,N,k_true_name
62,90,0.20123867061572653,0.2,4.5,50,True k = 0.2
62,91,0.1706432152036412,0.2,4.5,50,True k = 0.2
62,92,0.1826010010199294,0.2,4.5,50,True k = 0.2
62,93,0.2026435214214387,0.2,4.5,50,True k = 0.2
62,94,0.2391608530248264,0.2,4.5,50,True k = 0.2
62,95,0.2575895527439525,0.2,4.5,50,True k = 0.2
62,96,0.18010269859203815,0.2,4.5,50,True k = 0.2
62,97,0.27376691480310467,0.2,4.5,50,True k = 0.2
62,98,0.1715522860866311,0.2,4.5,50,True k = 0.2
62,99,0.18054925457845833,0.2,4.5,50,True k = 0.2
62,100,0.3689956540339116,0.2,4.5,50,True k = 0.2
63,1,0.25844997990958496,0.2,4.5,75,True k = 0.2
63,2,0.22052972971220794,0.2,4.5,75,True k = 0.2
63,3,0.16067074108620788,0.2,4.5,75,True k = 0.2
63,4,0.1309385569365115,0.2,4.5,75,True k = 0.2
63,5,0.26577888135107375,0.2,4.5,75,True k = 0.2
63,6,0.17120903603994023,0.2,4.5,75,True k = 0.2
63,7,0.17086707951355148,0.2,4.5,75,True k = 0.2
63,8,0.18940296768360462,0.2,4.5,75,True k = 0.2
63,9,0.14425802360997703,0.2,4.5,75,True k = 0.2
63,10,0.1549023303784983,0.2,4.5,75,True k = 0.2
63,11,0.2044663613126186,0.2,4.5,75,True k = 0.2
63,12,0.25779948998412733,0.2,4.5,75,True k = 0.2
63,13,0.15794079385317514,0.2,4.5,75,True k = 0.2
63,14,0.18856734621346813,0.2,4.5,75,True k = 0.2
63,15,0.21918578770776986,0.2,4.5,75,True k = 0.2
63,16,0.2217503900841019,0.2,4.5,75,True k = 0.2
63,17,0.1476449200606762,0.2,4.5,75,True k = 0.2
63,18,0.18321203845532302,0.2,4.5,75,True k = 0.2
63,19,0.28650582557700205,0.2,4.5,75,True k = 0.2
63,20,0.194659441530605,0.2,4.5,75,True k = 0.2
63,21,0.17136511733965848,0.2,4.5,75,True k = 0.2
63,22,0.2739742453209567,0.2,4.5,75,True k = 0.2
63,23,0.2655413650835478,0.2,4.5,75,True k = 0.2
63,24,0.15434067335328158,0.2,4.5,75,True k = 0.2
63,25,0.2941187479493465,0.2,4.5,75,True k = 0.2
63,26,0.2564653710869644,0.2,4.5,75,True k = 0.2
63,27,0.14894856507370124,0.2,4.5,75,True k = 0.2
63,28,0.17059548193199103,0.2,4.5,75,True k = 0.2
63,29,0.24163857626391516,0.2,4.5,75,True k = 0.2
63,30,0.20874902734322087,0.2,4.5,75,True k = 0.2
63,31,0.2369599093049953,0.2,4.5,75,True k = 0.2
63,32,0.2476583762678092,0.2,4.5,75,True k = 0.2
63,33,0.1999696885826686,0.2,4.5,75,True k = 0.2
63,34,0.2548811599272874,0.2,4.5,75,True k = 0.2
63,35,0.22641166833052478,0.2,4.5,75,True k = 0.2
63,36,0.1753464716233,0.2,4.5,75,True k = 0.2
63,37,0.2523110445775251,0.2,4.5,75,True k = 0.2
63,38,0.15227133096482326,0.2,4.5,75,True k = 0.2
63,39,0.1611603855359924,0.2,4.5,75,True k = 0.2
63,40,0.2167584565902094,0.2,4.5,75,True k = 0.2
63,41,0.30448235122674283,0.2,4.5,75,True k = 0.2
63,42,0.19993144377649089,0.2,4.5,75,True k = 0.2
63,43,0.1986693536223963,0.2,4.5,75,True k = 0.2
63,44,0.14906085121653934,0.2,4.5,75,True k = 0.2
63,45,0.20604843234265302,0.2,4.5,75,True k = 0.2
63,46,0.2180446895285976,0.2,4.5,75,True k = 0.2
63,47,0.19603372578935152,0.2,4.5,75,True k = 0.2
63,48,0.18889270283907114,0.2,4.5,75,True k = 0.2
63,49,0.15652789715390467,0.2,4.5,75,True k = 0.2
63,50,0.1927889850508192,0.2,4.5,75,True k = 0.2
63,51,0.16043636973983175,0.2,4.5,75,True k = 0.2
63,52,0.2220761380668096,0.2,4.5,75,True k = 0.2
63,53,0.22360018060653628,0.2,4.5,75,True k = 0.2
63,54,0.17599858413837766,0.2,4.5,75,True k = 0.2
63,55,0.17947056371606165,0.2,4.5,75,True k = 0.2
63,56,0.25806947876764613,0.2,4.5,75,True k = 0.2
63,57,0.23121425671462184,0.2,4.5,75,True k = 0.2
63,58,0.1878134879180132,0.2,4.5,75,True k = 0.2
63,59,0.16186728030590025,0.2,4.5,75,True k = 0.2
63,60,0.26460937302954124,0.2,4.5,75,True k = 0.2
63,61,0.21429422813502233,0.2,4.5,75,True k = 0.2
63,62,0.18951081018640425,0.2,4.5,75,True k = 0.2
63,63,0.21331891191640087,0.2,4.5,75,True k = 0.2
63,64,0.24437346492345866,0.2,4.5,75,True k = 0.2
63,65,0.22353863007258387,0.2,4.5,75,True k = 0.2
63,66,0.21479440042131837,0.2,4.5,75,True k = 0.2
63,67,0.19729576516398806,0.2,4.5,75,True k = 0.2
63,68,0.14479176927345894,0.2,4.5,75,True k = 0.2
63,69,0.23248235480808668,0.2,4.5,75,True k = 0.2
63,70,0.23795570757205153,0.2,4.5,75,True k = 0.2
63,71,0.1905464567954265,0.2,4.5,75,True k = 0.2
63,72,0.1088298703600558,0.2,4.5,75,True k = 0.2
63,73,0.24723736449500067,0.2,4.5,75,True k = 0.2
63,74,0.13138400619145754,0.2,4.5,75,True k = 0.2
63,75,0.19279939200992632,0.2,4.5,75,True k = 0.2
63,76,0.21402694006846365,0.2,4.5,75,True k = 0.2
63,77,0.16696212940622987,0.2,4.5,75,True k = 0.2
63,78,0.32094260110220685,0.2,4.5,75,True k = 0.2
63,79,0.32263134141684074,0.2,4.5,75,True k = 0.2
63,80,0.16518403290096512,0.2,4.5,75,True k = 0.2
63,81,0.15230913037689806,0.2,4.5,75,True k = 0.2
63,82,0.18782946075944368,0.2,4.5,75,True k = 0.2
63,83,0.2893985246854146,0.2,4.5,75,True k = 0.2
63,84,0.1872918783287375,0.2,4.5,75,True k = 0.2
63,85,0.2691364925624157,0.2,4.5,75,True k = 0.2
63,86,0.2125174917384246,0.2,4.5,75,True k = 0.2
63,87,0.2263483578645486,0.2,4.5,75,True k = 0.2
63,88,0.13076107092051353,0.2,4.5,75,True k = 0.2
63,89,0.17638512741171883,0.2,4.5,75,True k = 0.2
63,90,0.2680254507896018,0.2,4.5,75,True k = 0.2
63,91,0.2731793998164814,0.2,4.5,75,True k = 0.2
63,92,0.19171767678048962,0.2,4.5,75,True k = 0.2
63,93,0.10826920137145964,0.2,4.5,75,True k = 0.2
63,94,0.23084328405278726,0.2,4.5,75,True k = 0.2
63,95,0.22055243305207592,0.2,4.5,75,True k = 0.2
63,96,0.32487930063941073,0.2,4.5,75,True k = 0.2
63,97,0.15977521762912553,0.2,4.5,75,True k = 0.2
63,98,0.22841446319697992,0.2,4.5,75,True k = 0.2
63,99,0.2246829588844011,0.2,4.5,75,True k = 0.2
63,100,0.21620197736924338,0.2,4.5,75,True k = 0.2
64,1,0.2052307751060703,0.2,4.5,100,True k = 0.2
64,2,0.22030973589012845,0.2,4.5,100,True k = 0.2
64,3,0.15195201092378047,0.2,4.5,100,True k = 0.2
64,4,0.2224166487046933,0.2,4.5,100,True k = 0.2
64,5,0.26882318074596,0.2,4.5,100,True k = 0.2
64,6,0.2429881510503279,0.2,4.5,100,True k = 0.2
64,7,0.2516988380118988,0.2,4.5,100,True k = 0.2
64,8,0.09823885434141505,0.2,4.5,100,True k = 0.2
64,9,0.24853136020326178,0.2,4.5,100,True k = 0.2
64,10,0.23328458831223692,0.2,4.5,100,True k = 0.2
64,11,0.18237179183115548,0.2,4.5,100,True k = 0.2
64,12,0.15073421319338462,0.2,4.5,100,True k = 0.2
64,13,0.25277086075966293,0.2,4.5,100,True k = 0.2
64,14,0.21663115054049678,0.2,4.5,100,True k = 0.2
64,15,0.14852275507276536,0.2,4.5,100,True k = 0.2
64,16,0.24474724132169606,0.2,4.5,100,True k = 0.2
64,17,0.20797295555977946,0.2,4.5,100,True k = 0.2
64,18,0.19731628757554284,0.2,4.5,100,True k = 0.2
64,19,0.20417208145532792,0.2,4.5,100,True k = 0.2
64,20,0.1713640861469804,0.2,4.5,100,True k = 0.2
64,21,0.24659949897235414,0.2,4.5,100,True k = 0.2
64,22,0.2617745680435204,0.2,4.5,100,True k = 0.2
64,23,0.1696977098547198,0.2,4.5,100,True k = 0.2
64,24,0.1978533897695255,0.2,4.5,100,True k = 0.2
64,25,0.21680401436934527,0.2,4.5,100,True k = 0.2
64,26,0.21837236919702477,0.2,4.5,100,True k = 0.2
64,27,0.1353491966263487,0.2,4.5,100,True k = 0.2
64,28,0.23509976368734273,0.2,4.5,100,True k = 0.2
64,29,0.24077037363604104,0.2,4.5,100,True k = 0.2
64,30,0.24632490890834924,0.2,4.5,100,True k = 0.2
64,31,0.2603432468552246,0.2,4.5,100,True k = 0.2
64,32,0.1863133254758929,0.2,4.5,100,True k = 0.2
64,33,0.21705141942264203,0.2,4.5,100,True k = 0.2
64,34,0.20553774775424852,0.2,4.5,100,True k = 0.2
64,35,0.25388670275705144,0.2,4.5,100,True k = 0.2
64,36,0.1751382694476707,0.2,4.5,100,True k = 0.2
64,37,0.1727828886310606,0.2,4.5,100,True k = 0.2
64,38,0.24353639275311723,0.2,4.5,100,True k = 0.2
64,39,0.1427322947744245,0.2,4.5,100,True k = 0.2
64,40,0.16872718492240807,0.2,4.5,100,True k = 0.2
64,41,0.17302397568083427,0.2,4.5,100,True k = 0.2
64,42,0.14608417944813165,0.2,4.5,100,True k = 0.2
64,43,0.23038257158191452,0.2,4.5,100,True k = 0.2
64,44,0.24932981445127592,0.2,4.5,100,True k = 0.2
64,45,0.21693252577377733,0.2,4.5,100,True k = 0.2
64,46,0.2074573337524835,0.2,4.5,100,True k = 0.2
64,47,0.21928213012837192,0.2,4.5,100,True k = 0.2
64,48,0.22793531362843644,0.2,4.5,100,True k = 0.2
64,49,0.18969295898229085,0.2,4.5,100,True k = 0.2
64,50,0.25994779973451587,0.2,4.5,100,True k = 0.2
64,51,0.22496620109009194,0.2,4.5,100,True k = 0.2
64,52,0.16330691721939938,0.2,4.5,100,True k = 0.2
64,53,0.25180705051784624,0.2,4.5,100,True k = 0.2
64,54,0.22621615375094098,0.2,4.5,100,True k = 0.2
64,55,0.24104178943316015,0.2,4.5,100,True k = 0.2
64,56,0.1813167007543235,0.2,4.5,100,True k = 0.2
64,57,0.20942368611251078,0.2,4.5,100,True k = 0.2
64,58,0.2173591524548065,0.2,4.5,100,True k = 0.2
64,59,0.22461116225006808,0.2,4.5,100,True k = 0.2
64,60,0.16664624790656868,0.2,4.5,100,True k = 0.2
64,61,0.31155669345109277,0.2,4.5,100,True k = 0.2
64,62,0.22579622329136248,0.2,4.5,100,True k = 0.2
64,63,0.2260234115129204,0.2,4.5,100,True k = 0.2
64,64,0.18973876602605969,0.2,4.5,100,True k = 0.2
64,65,0.16237572667276937,0.2,4.5,100,True k = 0.2
64,66,0.20195693232530956,0.2,4.5,100,True k = 0.2
64,67,0.23678268119327697,0.2,4.5,100,True k = 0.2
64,68,0.21581904482808714,0.2,4.5,100,True k = 0.2
64,69,0.21521955055180167,0.2,4.5,100,True k = 0.2
64,70,0.20080217975525486,0.2,4.5,100,True k = 0.2
64,71,0.22546963911480314,0.2,4.5,100,True k = 0.2
64,72,0.2373616991499331,0.2,4.5,100,True k = 0.2
64,73,0.28194046889551705,0.2,4.5,100,True k = 0.2
64,74,0.20295333269181173,0.2,4.5,100,True k = 0.2
64,75,0.2167526593379012,0.2,4.5,100,True k = 0.2
64,76,0.2506691154988885,0.2,4.5,100,True k = 0.2
64,77,0.2306927753729034,0.2,4.5,100,True k = 0.2
64,78,0.17409686758137113,0.2,4.5,100,True k = 0.2
64,79,0.15577032617483066,0.2,4.5,100,True k = 0.2
64,80,0.16565108846935356,0.2,4.5,100,True k = 0.2
64,81,0.2698749016661311,0.2,4.5,100,True k = 0.2
64,82,0.24737650489267513,0.2,4.5,100,True k = 0.2
64,83,0.19187721906833702,0.2,4.5,100,True k = 0.2
64,84,0.22034694877534583,0.2,4.5,100,True k = 0.2
64,85,0.2539540667594747,0.2,4.5,100,True k = 0.2
64,86,0.17768097338094388,0.2,4.5,100,True k = 0.2
64,87,0.16205090013782725,0.2,4.5,100,True k = 0.2
64,88,0.22737706246632378,0.2,4.5,100,True k = 0.2
64,89,0.17240078199200182,0.2,4.5,100,True k = 0.2
64,90,0.16505440131767085,0.2,4.5,100,True k = 0.2
64,91,0.21622325519159818,0.2,4.5,100,True k = 0.2
64,92,0.15494089455375723,0.2,4.5,100,True k = 0.2
64,93,0.2348348856140648,0.2,4.5,100,True k = 0.2
64,94,0.1874171909360566,0.2,4.5,100,True k = 0.2
64,95,0.1888793309779007,0.2,4.5,100,True k = 0.2
64,96,0.15345748704559922,0.2,4.5,100,True k = 0.2
64,97,0.15658988346832128,0.2,4.5,100,True k = 0.2
64,98,0.16948675717481512,0.2,4.5,100,True k = 0.2
64,99,0.13944892671912473,0.2,4.5,100,True k = 0.2
64,100,0.18360331767079138,0.2,4.5,100,True k = 0.2
65,1,0.1919259798109247,0.2,4.5,200,True k = 0.2
65,2,0.21682987124148284,0.2,4.5,200,True k = 0.2
65,3,0.1887702281134067,0.2,4.5,200,True k = 0.2
65,4,0.18548381083308296,0.2,4.5,200,True k = 0.2
65,5,0.18199906582284775,0.2,4.5,200,True k = 0.2
65,6,0.20725361194153716,0.2,4.5,200,True k = 0.2
65,7,0.1991656378891693,0.2,4.5,200,True k = 0.2
65,8,0.22733590321810465,0.2,4.5,200,True k = 0.2
65,9,0.18116056212397702,0.2,4.5,200,True k = 0.2
65,10,0.24454200086244773,0.2,4.5,200,True k = 0.2
65,11,0.1854381280755228,0.2,4.5,200,True k = 0.2
65,12,0.19744997520479682,0.2,4.5,200,True k = 0.2
65,13,0.18601168270352947,0.2,4.5,200,True k = 0.2
65,14,0.20937863349890493,0.2,4.5,200,True k = 0.2
65,15,0.19740518962916223,0.2,4.5,200,True k = 0.2
65,16,0.2226883230141998,0.2,4.5,200,True k = 0.2
65,17,0.14745846542730293,0.2,4.5,200,True k = 0.2
65,18,0.22300915270103525,0.2,4.5,200,True k = 0.2
65,19,0.1806785457805317,0.2,4.5,200,True k = 0.2
65,20,0.19699946423648393,0.2,4.5,200,True k = 0.2
65,21,0.1990572482941796,0.2,4.5,200,True k = 0.2
65,22,0.2425715151714496,0.2,4.5,200,True k = 0.2
65,23,0.2034295209427158,0.2,4.5,200,True k = 0.2
65,24,0.20234714493537573,0.2,4.5,200,True k = 0.2
65,25,0.13994163682554472,0.2,4.5,200,True k = 0.2
65,26,0.2066536868488202,0.2,4.5,200,True k = 0.2
65,27,0.2246103888279126,0.2,4.5,200,True k = 0.2
65,28,0.19419001190175464,0.2,4.5,200,True k = 0.2
65,29,0.19584376154343222,0.2,4.5,200,True k = 0.2
65,30,0.20883700928662324,0.2,4.5,200,True k = 0.2
65,31,0.21950369942552275,0.2,4.5,200,True k = 0.2
65,32,0.18829905955570167,0.2,4.5,200,True k = 0.2
65,33,0.1747619806796925,0.2,4.5,200,True k = 0.2
65,34,0.20051469150414417,0.2,4.5,200,True k = 0.2
65,35,0.20632271233454325,0.2,4.5,200,True k = 0.2
65,36,0.1716774077613023,0.2,4.5,200,True k = 0.2
65,37,0.1692819631584258,0.2,4.5,200,True k = 0.2
65,38,0.17207937774194657,0.2,4.5,200,True k = 0.2
65,39,0.23661294243179753,0.2,4.5,200,True k = 0.2
65,40,0.18137462036762275,0.2,4.5,200,True k = 0.2
65,41,0.2271101729394275,0.2,4.5,200,True k = 0.2
65,42,0.19195205009412242,0.2,4.5,200,True k = 0.2
65,43,0.20414967782469853,0.2,4.5,200,True k = 0.2
65,44,0.20783261755589708,0.2,4.5,200,True k = 0.2
65,45,0.1978008929206521,0.2,4.5,200,True k = 0.2
65,46,0.209689804441888,0.2,4.5,200,True k = 0.2
65,47,0.2052402302238919,0.2,4.5,200,True k = 0.2
65,48,0.20660243239740886,0.2,4.5,200,True k = 0.2
65,49,0.19537688034783915,0.2,4.5,200,True k = 0.2
65,50,0.15771540231141623,0.2,4.5,200,True k = 0.2
65,51,0.1805718521797995,0.2,4.5,200,True k = 0.2
65,52,0.21162158843408324,0.2,4.5,200,True k = 0.2
65,53,0.224461486802058,0.2,4.5,200,True k = 0.2
65,54,0.1648707913514113,0.2,4.5,200,True k = 0.2
65,55,0.19402183722620814,0.2,4.5,200,True k = 0.2
65,56,0.24662751196181676,0.2,4.5,200,True k = 0.2
65,57,0.2209460541593267,0.2,4.5,200,True k = 0.2
65,58,0.2284787292750338,0.2,4.5,200,True k = 0.2
65,59,0.18011769355183288,0.2,4.5,200,True k = 0.2
65,60,0.18287766430574703,0.2,4.5,200,True k = 0.2
65,61,0.19445358630795928,0.2,4.5,200,True k = 0.2
65,62,0.20834895021125213,0.2,4.5,200,True k = 0.2
65,63,0.229351781357234,0.2,4.5,200,True k = 0.2
65,64,0.1845796918584019,0.2,4.5,200,True k = 0.2
65,65,0.18707813338030294,0.2,4.5,200,True k = 0.2
65,66,0.22627496358053353,0.2,4.5,200,True k = 0.2
65,67,0.23463079682016916,0.2,4.5,200,True k = 0.2
65,68,0.21121114010880895,0.2,4.5,200,True k = 0.2
65,69,0.22943483022553265,0.2,4.5,200,True k = 0.2
65,70,0.21952145161874054,0.2,4.5,200,True k = 0.2
65,71,0.2089100159368331,0.2,4.5,200,True k = 0.2
65,72,0.18280113791117,0.2,4.5,200,True k = 0.2
65,73,0.21795285259057814,0.2,4.5,200,True k = 0.2
65,74,0.22498682367836803,0.2,4.5,200,True k = 0.2
65,75,0.1989878577099233,0.2,4.5,200,True k = 0.2
65,76,0.20883511491864976,0.2,4.5,200,True k = 0.2
65,77,0.2081642336378472,0.2,4.5,200,True k = 0.2
65,78,0.2174928275126851,0.2,4.5,200,True k = 0.2
65,79,0.23232905120045358,0.2,4.5,200,True k = 0.2
65,80,0.18517545873161007,0.2,4.5,200,True k = 0.2
65,81,0.17766442966062926,0.2,4.5,200,True k = 0.2
65,82,0.18242815735558146,0.2,4.5,200,True k = 0.2
65,83,0.18153411183381138,0.2,4.5,200,True k = 0.2
65,84,0.2353285667403385,0.2,4.5,200,True k = 0.2
65,85,0.2232837876153214,0.2,4.5,200,True k = 0.2
65,86,0.2329860563121946,0.2,4.5,200,True k = 0.2
65,87,0.23616910034943922,0.2,4.5,200,True k = 0.2
65,88,0.18727599403211423,0.2,4.5,200,True k = 0.2
65,89,0.20164414998178012,0.2,4.5,200,True k = 0.2
65,90,0.1610156650678013,0.2,4.5,200,True k = 0.2
65,91,0.21140994659988227,0.2,4.5,200,True k = 0.2
65,92,0.1960824579100288,0.2,4.5,200,True k = 0.2
65,93,0.18427462223192834,0.2,4.5,200,True k = 0.2
65,94,0.1723609634551977,0.2,4.5,200,True k = 0.2
65,95,0.199899365851082,0.2,4.5,200,True k = 0.2
65,96,0.17452010703579568,0.2,4.5,200,True k = 0.2
65,97,0.15001083964645234,0.2,4.5,200,True k = 0.2
65,98,0.24967130927534015,0.2,4.5,200,True k = 0.2
65,99,0.1838381715010633,0.2,4.5,200,True k = 0.2
65,100,0.16549688742875537,0.2,4.5,200,True k = 0.2
66,1,0.1854775518656299,0.2,5,25,True k = 0.2
66,2,0.1446870912053441,0.2,5,25,True k = 0.2
66,3,0.24098248832332372,0.2,5,25,True k = 0.2
66,4,0.18290709878023906,0.2,5,25,True k = 0.2
66,5,0.26704870275072135,0.2,5,25,True k = 0.2
66,6,0.17266970369910198,0.2,5,25,True k = 0.2
66,7,0.2614897039349988,0.2,5,25,True k = 0.2
66,8,0.16981189137801503,0.2,5,25,True k = 0.2
66,9,0.3043422215001457,0.2,5,25,True k = 0.2
66,10,0.2178817385592181,0.2,5,25,True k = 0.2
66,11,0.19812121387123882,0.2,5,25,True k = 0.2
66,12,0.26889907883404846,0.2,5,25,True k = 0.2
66,13,0.17840888782726422,0.2,5,25,True k = 0.2
66,14,0.1813933108495472,0.2,5,25,True k = 0.2
66,15,0.1353852701126583,0.2,5,25,True k = 0.2
66,16,0.2620697748594206,0.2,5,25,True k = 0.2
66,17,0.25464707418679944,0.2,5,25,True k = 0.2
66,18,0.1707636657314159,0.2,5,25,True k = 0.2
66,19,0.1553337090753433,0.2,5,25,True k = 0.2
66,20,0.16059309063729169,0.2,5,25,True k = 0.2
66,21,0.27405144768136813,0.2,5,25,True k = 0.2
66,22,0.18465057872293214,0.2,5,25,True k = 0.2
66,23,0.22866911902604775,0.2,5,25,True k = 0.2
66,24,0.14401016962469126,0.2,5,25,True k = 0.2
66,25,0.10626159407512376,0.2,5,25,True k = 0.2
66,26,0.17703603784101674,0.2,5,25,True k = 0.2
66,27,0.242571891866893,0.2,5,25,True k = 0.2
66,28,0.2260817796713565,0.2,5,25,True k = 0.2
66,29,0.10562728980273114,0.2,5,25,True k = 0.2
66,30,0.20923752223928335,0.2,5,25,True k = 0.2
66,31,0.38226548695404766,0.2,5,25,True k = 0.2
66,32,0.12078955964306749,0.2,5,25,True k = 0.2
66,33,0.19950988429804736,0.2,5,25,True k = 0.2
66,34,0.2644320909782284,0.2,5,25,True k = 0.2
66,35,0.21034751205302737,0.2,5,25,True k = 0.2
66,36,0.4508717911048997,0.2,5,25,True k = 0.2
66,37,0.0840823467222399,0.2,5,25,True k = 0.2
66,38,0.10603756550974835,0.2,5,25,True k = 0.2
66,39,0.1877113567281979,0.2,5,25,True k = 0.2
66,40,0.2654620552725727,0.2,5,25,True k = 0.2
66,41,0.1257719434619246,0.2,5,25,True k = 0.2
66,42,0.1824979687069233,0.2,5,25,True k = 0.2
66,43,0.3146471615511678,0.2,5,25,True k = 0.2
66,44,0.14887071297594537,0.2,5,25,True k = 0.2
66,45,0.2443997109434372,0.2,5,25,True k = 0.2
66,46,0.21406917728195973,0.2,5,25,True k = 0.2
66,47,0.23133595092309903,0.2,5,25,True k = 0.2
66,48,0.09715994747482122,0.2,5,25,True k = 0.2
66,49,0.23013191516390044,0.2,5,25,True k = 0.2
66,50,0.42965957965967955,0.2,5,25,True k = 0.2
66,51,0.20844416884921055,0.2,5,25,True k = 0.2
66,52,0.1688439508760461,0.2,5,25,True k = 0.2
66,53,0.1928189815672546,0.2,5,25,True k = 0.2
66,54,0.35035896351435364,0.2,5,25,True k = 0.2
66,55,0.15143717369300513,0.2,5,25,True k = 0.2
66,56,0.11904962091417164,0.2,5,25,True k = 0.2
66,57,0.17013849239909648,0.2,5,25,True k = 0.2
66,58,0.21298892359518298,0.2,5,25,True k = 0.2
66,59,0.1610530589856841,0.2,5,25,True k = 0.2
66,60,0.1906795351984027,0.2,5,25,True k = 0.2
66,61,0.21068633809738263,0.2,5,25,True k = 0.2
66,62,0.40319320310129053,0.2,5,25,True k = 0.2
66,63,0.24774022257598508,0.2,5,25,True k = 0.2
66,64,0.18111059519508835,0.2,5,25,True k = 0.2
66,65,0.3291689522103752,0.2,5,25,True k = 0.2
66,66,0.28768010281935313,0.2,5,25,True k = 0.2
66,67,0.36601172916246866,0.2,5,25,True k = 0.2
66,68,0.2340757005540172,0.2,5,25,True k = 0.2
66,69,0.16645288236164524,0.2,5,25,True k = 0.2
66,70,0.24554117395266742,0.2,5,25,True k = 0.2
66,71,0.17249138176180792,0.2,5,25,True k = 0.2
66,72,0.1700348808730678,0.2,5,25,True k = 0.2
66,73,0.15288966112494953,0.2,5,25,True k = 0.2
66,74,0.25086358426669025,0.2,5,25,True k = 0.2
66,75,0.2079336720073937,0.2,5,25,True k = 0.2
66,76,0.2075856908277218,0.2,5,25,True k = 0.2
66,77,0.5715157459684247,0.2,5,25,True k = 0.2
66,78,0.12539914270934435,0.2,5,25,True k = 0.2
66,79,0.28717668828007825,0.2,5,25,True k = 0.2
66,80,0.1799396271637163,0.2,5,25,True k = 0.2
66,81,0.09073037946964284,0.2,5,25,True k = 0.2
66,82,0.27574143483225627,0.2,5,25,True k = 0.2
66,83,0.1621049442559607,0.2,5,25,True k = 0.2
66,84,0.353897026178531,0.2,5,25,True k = 0.2
66,85,0.23042703396834988,0.2,5,25,True k = 0.2
66,86,0.13250141132640572,0.2,5,25,True k = 0.2
66,87,0.25891383643406646,0.2,5,25,True k = 0.2
66,88,0.24427336698041444,0.2,5,25,True k = 0.2
66,89,0.17391746011684087,0.2,5,25,True k = 0.2
66,90,0.2735769141760367,0.2,5,25,True k = 0.2
66,91,0.2729435731879496,0.2,5,25,True k = 0.2
66,92,0.16243245269394635,0.2,5,25,True k = 0.2
66,93,0.21720064413673756,0.2,5,25,True k = 0.2
66,94,0.2814576901309,0.2,5,25,True k = 0.2
66,95,0.17187438002118943,0.2,5,25,True k = 0.2
66,96,0.12450040130861176,0.2,5,25,True k = 0.2
66,97,0.2593477748847444,0.2,5,25,True k = 0.2
66,98,0.27602293933678657,0.2,5,25,True k = 0.2
66,99,0.2210174363900037,0.2,5,25,True k = 0.2
66,100,0.17363284890103867,0.2,5,25,True k = 0.2
67,1,0.15875407467475983,0.2,5,50,True k = 0.2
67,2,0.24549678558617047,0.2,5,50,True k = 0.2
67,3,0.14503149753140487,0.2,5,50,True k = 0.2
67,4,0.26910996237388257,0.2,5,50,True k = 0.2
67,5,0.2176554849774717,0.2,5,50,True k = 0.2
67,6,0.2218583247413802,0.2,5,50,True k = 0.2
67,7,0.19173005763093634,0.2,5,50,True k = 0.2
67,8,0.26953966203700974,0.2,5,50,True k = 0.2
67,9,0.21820544724202995,0.2,5,50,True k = 0.2
67,10,0.26208828689693076,0.2,5,50,True k = 0.2
67,11,0.2211835798319399,0.2,5,50,True k = 0.2
67,12,0.23189999849250328,0.2,5,50,True k = 0.2
67,13,0.1753008600764771,0.2,5,50,True k = 0.2
67,14,0.20994913157959763,0.2,5,50,True k = 0.2
67,15,0.22073184170675408,0.2,5,50,True k = 0.2
67,16,0.1915687921607933,0.2,5,50,True k = 0.2
67,17,0.25177026281440174,0.2,5,50,True k = 0.2
67,18,0.19139889500621318,0.2,5,50,True k = 0.2
67,19,0.1271613623439045,0.2,5,50,True k = 0.2
67,20,0.1441381073550792,0.2,5,50,True k = 0.2
67,21,0.1775330452906614,0.2,5,50,True k = 0.2
67,22,0.20069009242914468,0.2,5,50,True k = 0.2
67,23,0.24554674023794962,0.2,5,50,True k = 0.2
67,24,0.2204799589003988,0.2,5,50,True k = 0.2
67,25,0.1645656333910622,0.2,5,50,True k = 0.2
67,26,0.2220676187271005,0.2,5,50,True k = 0.2
67,27,0.13519925300897195,0.2,5,50,True k = 0.2
67,28,0.1780165654651053,0.2,5,50,True k = 0.2
67,29,0.24756459597984504,0.2,5,50,True k = 0.2
67,30,0.27404118319611676,0.2,5,50,True k = 0.2
67,31,0.19774426567899359,0.2,5,50,True k = 0.2
67,32,0.2196773184344072,0.2,5,50,True k = 0.2
67,33,0.21710276111232663,0.2,5,50,True k = 0.2
67,34,0.2645091360079803,0.2,5,50,True k = 0.2
67,35,0.24848254040765358,0.2,5,50,True k = 0.2
67,36,0.27968076616566223,0.2,5,50,True k = 0.2
67,37,0.1897404440707489,0.2,5,50,True k = 0.2
67,38,0.23605068143701727,0.2,5,50,True k = 0.2
67,39,0.24178886049855852,0.2,5,50,True k = 0.2
67,40,0.18153555241149097,0.2,5,50,True k = 0.2
67,41,0.15236883941958493,0.2,5,50,True k = 0.2
67,42,0.23329034246733754,0.2,5,50,True k = 0.2
67,43,0.14746315397805057,0.2,5,50,True k = 0.2
67,44,0.19968683923827676,0.2,5,50,True k = 0.2
67,45,0.23794977726047414,0.2,5,50,True k = 0.2
67,46,0.22242095195545952,0.2,5,50,True k = 0.2
67,47,0.24409808759215504,0.2,5,50,True k = 0.2
67,48,0.15027709061127667,0.2,5,50,True k = 0.2
67,49,0.3012845909755715,0.2,5,50,True k = 0.2
