n,sim,k_obs,k,mu,N,k_true_name
174,98,0.7159430087137626,0.5,5,100,True k = 0.5
174,99,0.46937739828891767,0.5,5,100,True k = 0.5
174,100,0.4344284494561689,0.5,5,100,True k = 0.5
175,1,0.5712733554084541,0.5,5,200,True k = 0.5
175,2,0.48792158314148154,0.5,5,200,True k = 0.5
175,3,0.7174147947901761,0.5,5,200,True k = 0.5
175,4,0.5961574901588228,0.5,5,200,True k = 0.5
175,5,0.4434952689411991,0.5,5,200,True k = 0.5
175,6,0.5267615984732559,0.5,5,200,True k = 0.5
175,7,0.4463497631127471,0.5,5,200,True k = 0.5
175,8,0.469752213383112,0.5,5,200,True k = 0.5
175,9,0.4453380552668625,0.5,5,200,True k = 0.5
175,10,0.5733647153237209,0.5,5,200,True k = 0.5
175,11,0.49471004767229887,0.5,5,200,True k = 0.5
175,12,0.5608364168742669,0.5,5,200,True k = 0.5
175,13,0.4817385060499464,0.5,5,200,True k = 0.5
175,14,0.4709919503027246,0.5,5,200,True k = 0.5
175,15,0.42956850430465604,0.5,5,200,True k = 0.5
175,16,0.4828672774950851,0.5,5,200,True k = 0.5
175,17,0.5619097568149065,0.5,5,200,True k = 0.5
175,18,0.4121517794515824,0.5,5,200,True k = 0.5
175,19,0.39579682697885743,0.5,5,200,True k = 0.5
175,20,0.42870427655215426,0.5,5,200,True k = 0.5
175,21,0.5670140977611997,0.5,5,200,True k = 0.5
175,22,0.4801980322864729,0.5,5,200,True k = 0.5
175,23,0.5146807028142545,0.5,5,200,True k = 0.5
175,24,0.38386849537788026,0.5,5,200,True k = 0.5
175,25,0.5787051666644137,0.5,5,200,True k = 0.5
175,26,0.4887471978650355,0.5,5,200,True k = 0.5
175,27,0.4693109528624704,0.5,5,200,True k = 0.5
175,28,0.48562589168288517,0.5,5,200,True k = 0.5
175,29,0.4894350239380413,0.5,5,200,True k = 0.5
175,30,0.5798394631748347,0.5,5,200,True k = 0.5
175,31,0.4913308185816815,0.5,5,200,True k = 0.5
175,32,0.46350287488490366,0.5,5,200,True k = 0.5
175,33,0.461148866100199,0.5,5,200,True k = 0.5
175,34,0.5062037244005718,0.5,5,200,True k = 0.5
175,35,0.4552937382993386,0.5,5,200,True k = 0.5
175,36,0.5011287582974928,0.5,5,200,True k = 0.5
175,37,0.5471429823590744,0.5,5,200,True k = 0.5
175,38,0.4836423245873398,0.5,5,200,True k = 0.5
175,39,0.49191107294742237,0.5,5,200,True k = 0.5
175,40,0.5375738411291994,0.5,5,200,True k = 0.5
175,41,0.4546139748006121,0.5,5,200,True k = 0.5
175,42,0.49884478146105193,0.5,5,200,True k = 0.5
175,43,0.46453048636793465,0.5,5,200,True k = 0.5
175,44,0.44291761959708653,0.5,5,200,True k = 0.5
175,45,0.519841511704511,0.5,5,200,True k = 0.5
175,46,0.6155749848611256,0.5,5,200,True k = 0.5
175,47,0.5355711041528468,0.5,5,200,True k = 0.5
175,48,0.4959004003616104,0.5,5,200,True k = 0.5
175,49,0.4379587691875695,0.5,5,200,True k = 0.5
175,50,0.402540022142422,0.5,5,200,True k = 0.5
175,51,0.5605868790519813,0.5,5,200,True k = 0.5
175,52,0.47908930703747643,0.5,5,200,True k = 0.5
175,53,0.5021477521769836,0.5,5,200,True k = 0.5
175,54,0.5365078043178616,0.5,5,200,True k = 0.5
175,55,0.5535822913748745,0.5,5,200,True k = 0.5
175,56,0.5607430027782772,0.5,5,200,True k = 0.5
175,57,0.42073658814772324,0.5,5,200,True k = 0.5
175,58,0.4974862487424792,0.5,5,200,True k = 0.5
175,59,0.5831725620411106,0.5,5,200,True k = 0.5
175,60,0.42227303546576644,0.5,5,200,True k = 0.5
175,61,0.49398040197924836,0.5,5,200,True k = 0.5
175,62,0.46292545444218525,0.5,5,200,True k = 0.5
175,63,0.4545299622101167,0.5,5,200,True k = 0.5
175,64,0.6539450417978374,0.5,5,200,True k = 0.5
175,65,0.45647039738732154,0.5,5,200,True k = 0.5
175,66,0.5748120149326107,0.5,5,200,True k = 0.5
175,67,0.5901016725360847,0.5,5,200,True k = 0.5
175,68,0.4380235629382053,0.5,5,200,True k = 0.5
175,69,0.5106758990129717,0.5,5,200,True k = 0.5
175,70,0.5167223025235239,0.5,5,200,True k = 0.5
175,71,0.638609078142683,0.5,5,200,True k = 0.5
175,72,0.3905877121803617,0.5,5,200,True k = 0.5
175,73,0.5894488534573782,0.5,5,200,True k = 0.5
175,74,0.44518484155815113,0.5,5,200,True k = 0.5
175,75,0.5873876535080917,0.5,5,200,True k = 0.5
175,76,0.49177046762109383,0.5,5,200,True k = 0.5
175,77,0.5037349211786207,0.5,5,200,True k = 0.5
175,78,0.4989407919316903,0.5,5,200,True k = 0.5
175,79,0.44151203254648297,0.5,5,200,True k = 0.5
175,80,0.45942432224812446,0.5,5,200,True k = 0.5
175,81,0.5396111030791257,0.5,5,200,True k = 0.5
175,82,0.5291137764110766,0.5,5,200,True k = 0.5
175,83,0.43433194949111814,0.5,5,200,True k = 0.5
175,84,0.5530655003872019,0.5,5,200,True k = 0.5
175,85,0.4738318619553682,0.5,5,200,True k = 0.5
175,86,0.4781220484888931,0.5,5,200,True k = 0.5
175,87,0.44481431193640686,0.5,5,200,True k = 0.5
175,88,0.5772019710669494,0.5,5,200,True k = 0.5
175,89,0.5206448313706936,0.5,5,200,True k = 0.5
175,90,0.5395414896599633,0.5,5,200,True k = 0.5
175,91,0.4542463784764354,0.5,5,200,True k = 0.5
175,92,0.4019345819908704,0.5,5,200,True k = 0.5
175,93,0.48304588611933363,0.5,5,200,True k = 0.5
175,94,0.5291963829084735,0.5,5,200,True k = 0.5
175,95,0.4623183882197698,0.5,5,200,True k = 0.5
175,96,0.5812855745448589,0.5,5,200,True k = 0.5
175,97,0.491339756870783,0.5,5,200,True k = 0.5
175,98,0.5064356318470734,0.5,5,200,True k = 0.5
175,99,0.47878276127090863,0.5,5,200,True k = 0.5
175,100,0.48164745426497774,0.5,5,200,True k = 0.5
176,1,1.1412805495739966,0.6,2,25,True k = 0.6
176,2,0.963470153579978,0.6,2,25,True k = 0.6
176,3,1.0808372641870718,0.6,2,25,True k = 0.6
176,4,0.6598346131897522,0.6,2,25,True k = 0.6
176,5,0.8813293178117778,0.6,2,25,True k = 0.6
176,6,1.2050823550890264,0.6,2,25,True k = 0.6
176,7,0.3574256205429057,0.6,2,25,True k = 0.6
176,8,0.5932885591755465,0.6,2,25,True k = 0.6
176,9,0.5086156037424112,0.6,2,25,True k = 0.6
176,10,1.0146554767195084,0.6,2,25,True k = 0.6
176,11,1.432018465651754,0.6,2,25,True k = 0.6
176,12,0.5414157870731974,0.6,2,25,True k = 0.6
176,13,0.8478988710661342,0.6,2,25,True k = 0.6
176,14,0.3634462482304303,0.6,2,25,True k = 0.6
176,15,0.6482134430101912,0.6,2,25,True k = 0.6
176,16,0.5474896690972285,0.6,2,25,True k = 0.6
176,17,1.6922008315068315,0.6,2,25,True k = 0.6
176,18,0.6171113779990807,0.6,2,25,True k = 0.6
176,19,0.7348708775662816,0.6,2,25,True k = 0.6
176,20,0.2911309885531743,0.6,2,25,True k = 0.6
176,21,0.6312563101320341,0.6,2,25,True k = 0.6
176,22,1.5240489907347368,0.6,2,25,True k = 0.6
176,23,0.8731528425247419,0.6,2,25,True k = 0.6
176,24,2.298529020292287,0.6,2,25,True k = 0.6
176,25,1.1084418848338151,0.6,2,25,True k = 0.6
176,26,0.9638713865134991,0.6,2,25,True k = 0.6
176,27,0.6054782535449481,0.6,2,25,True k = 0.6
176,28,0.6375711459520763,0.6,2,25,True k = 0.6
176,29,1,0.6,2,25,True k = 0.6
176,30,0.28046446770810335,0.6,2,25,True k = 0.6
176,31,0.6774631703450511,0.6,2,25,True k = 0.6
176,32,1.3501000979276225,0.6,2,25,True k = 0.6
176,33,0.9579518647717862,0.6,2,25,True k = 0.6
176,34,0.29260609120591585,0.6,2,25,True k = 0.6
176,35,1.20165499195165,0.6,2,25,True k = 0.6
176,36,1.2572964547470007,0.6,2,25,True k = 0.6
176,37,0.6752122347156003,0.6,2,25,True k = 0.6
176,38,0.48104607300987706,0.6,2,25,True k = 0.6
176,39,1.3438328883909407,0.6,2,25,True k = 0.6
176,40,0.6949616123374928,0.6,2,25,True k = 0.6
176,41,0.5444037659874595,0.6,2,25,True k = 0.6
176,42,0.84547275715064385,0.6,2,25,True k = 0.6
176,43,0.5779360762595052,0.6,2,25,True k = 0.6
176,44,0.47735186656332695,0.6,2,25,True k = 0.6
176,45,0.7162479948954191,0.6,2,25,True k = 0.6
176,46,0.7975630366560295,0.6,2,25,True k = 0.6
176,47,0.7261300879773563,0.6,2,25,True k = 0.6
176,48,0.6830751502515638,0.6,2,25,True k = 0.6
176,49,1.2822972652207236,0.6,2,25,True k = 0.6
176,50,0.5739377445809563,0.6,2,25,True k = 0.6
176,51,0.9142639764812401,0.6,2,25,True k = 0.6
176,52,0.7062143444070361,0.6,2,25,True k = 0.6
176,53,0.7852908068951981,0.6,2,25,True k = 0.6
176,54,0.8850816740773101,0.6,2,25,True k = 0.6
176,55,0.9483559439021472,0.6,2,25,True k = 0.6
176,56,0.4792516164017091,0.6,2,25,True k = 0.6
176,57,0.7215760367069329,0.6,2,25,True k = 0.6
176,58,0.838678727281069,0.6,2,25,True k = 0.6
176,59,0.8274884974736718,0.6,2,25,True k = 0.6
176,60,1.1152462715958866,0.6,2,25,True k = 0.6
176,61,0.6594426493718836,0.6,2,25,True k = 0.6
176,62,1.4497027266440068,0.6,2,25,True k = 0.6
176,63,0.7685887829008926,0.6,2,25,True k = 0.6
176,64,0.7635947095134794,0.6,2,25,True k = 0.6
176,65,0.7611630261972309,0.6,2,25,True k = 0.6
176,66,0.640600063674445,0.6,2,25,True k = 0.6
176,67,0.6643702189450528,0.6,2,25,True k = 0.6
176,68,0.26833712930308756,0.6,2,25,True k = 0.6
176,69,0.6332475971846092,0.6,2,25,True k = 0.6
176,70,0.6310634996740935,0.6,2,25,True k = 0.6
176,71,0.5026534664219943,0.6,2,25,True k = 0.6
176,72,0.8018745408707305,0.6,2,25,True k = 0.6
176,73,0.850428279148709,0.6,2,25,True k = 0.6
176,74,0.4849870582743846,0.6,2,25,True k = 0.6
176,75,0.9165499180126152,0.6,2,25,True k = 0.6
176,76,0.4428385776194938,0.6,2,25,True k = 0.6
176,77,0.5296829130753007,0.6,2,25,True k = 0.6
176,78,0.703226617449699,0.6,2,25,True k = 0.6
176,79,0.3521579429785956,0.6,2,25,True k = 0.6
176,80,0.8148537890562337,0.6,2,25,True k = 0.6
176,81,0.7119339101922965,0.6,2,25,True k = 0.6
176,82,0.602702097439879,0.6,2,25,True k = 0.6
176,83,0.30171918580684787,0.6,2,25,True k = 0.6
176,84,0.8171861306987005,0.6,2,25,True k = 0.6
176,85,0.4852817783294639,0.6,2,25,True k = 0.6
176,86,0.7944733721332765,0.6,2,25,True k = 0.6
176,87,0.30563293565776667,0.6,2,25,True k = 0.6
176,88,0.5516123868753242,0.6,2,25,True k = 0.6
176,89,0.48432479403145184,0.6,2,25,True k = 0.6
176,90,0.4909639875838553,0.6,2,25,True k = 0.6
176,91,0.6537338660773209,0.6,2,25,True k = 0.6
176,92,0.6763958088960828,0.6,2,25,True k = 0.6
176,93,0.537583548153007,0.6,2,25,True k = 0.6
176,94,0.6280975432140552,0.6,2,25,True k = 0.6
176,95,0.5270912758732442,0.6,2,25,True k = 0.6
176,96,1.1435004194019833,0.6,2,25,True k = 0.6
176,97,0.9799537962705369,0.6,2,25,True k = 0.6
176,98,0.39531362565433714,0.6,2,25,True k = 0.6
176,99,0.5764606338306834,0.6,2,25,True k = 0.6
176,100,0.8152079633396893,0.6,2,25,True k = 0.6
177,1,0.718909360305905,0.6,2,50,True k = 0.6
177,2,0.48575288445087017,0.6,2,50,True k = 0.6
177,3,0.5217576258036771,0.6,2,50,True k = 0.6
177,4,1.018918554424114,0.6,2,50,True k = 0.6
177,5,0.8571051531525213,0.6,2,50,True k = 0.6
177,6,0.44657883596232995,0.6,2,50,True k = 0.6
177,7,0.4051429013440138,0.6,2,50,True k = 0.6
177,8,0.4068661241280562,0.6,2,50,True k = 0.6
177,9,0.47233641557414635,0.6,2,50,True k = 0.6
177,10,2.896894915842825,0.6,2,50,True k = 0.6
177,11,0.6654083792428978,0.6,2,50,True k = 0.6
177,12,0.6904183384818157,0.6,2,50,True k = 0.6
177,13,0.4857138747821677,0.6,2,50,True k = 0.6
177,14,0.5693687481370064,0.6,2,50,True k = 0.6
177,15,0.7600135802744794,0.6,2,50,True k = 0.6
177,16,0.6214893074982021,0.6,2,50,True k = 0.6
177,17,0.5184196023417331,0.6,2,50,True k = 0.6
177,18,0.47213702263577983,0.6,2,50,True k = 0.6
177,19,0.5953692846213554,0.6,2,50,True k = 0.6
177,20,0.5071286657852251,0.6,2,50,True k = 0.6
177,21,0.662248697381426,0.6,2,50,True k = 0.6
177,22,0.8633903997208279,0.6,2,50,True k = 0.6
177,23,0.7694992856209079,0.6,2,50,True k = 0.6
177,24,0.4112628590103301,0.6,2,50,True k = 0.6
177,25,0.4819088931362652,0.6,2,50,True k = 0.6
177,26,1.1738992929926029,0.6,2,50,True k = 0.6
177,27,0.5011747100760647,0.6,2,50,True k = 0.6
177,28,0.8025703688503354,0.6,2,50,True k = 0.6
177,29,0.842883640464241,0.6,2,50,True k = 0.6
177,30,1.2482533572057737,0.6,2,50,True k = 0.6
177,31,0.8746690183770216,0.6,2,50,True k = 0.6
177,32,0.7230959373620707,0.6,2,50,True k = 0.6
177,33,0.5709924302099586,0.6,2,50,True k = 0.6
177,34,1.66585471925607,0.6,2,50,True k = 0.6
177,35,0.737501942241277,0.6,2,50,True k = 0.6
177,36,0.4833292186750301,0.6,2,50,True k = 0.6
177,37,0.5504132553437711,0.6,2,50,True k = 0.6
177,38,0.582074388578306,0.6,2,50,True k = 0.6
177,39,0.5751374738416822,0.6,2,50,True k = 0.6
177,40,0.6906919561257926,0.6,2,50,True k = 0.6
177,41,0.6008781062777104,0.6,2,50,True k = 0.6
177,42,0.5223400909490077,0.6,2,50,True k = 0.6
177,43,0.5826933797554184,0.6,2,50,True k = 0.6
177,44,0.751965968279969,0.6,2,50,True k = 0.6
177,45,0.6272988273659973,0.6,2,50,True k = 0.6
177,46,0.6383316071773304,0.6,2,50,True k = 0.6
177,47,0.39107913911424114,0.6,2,50,True k = 0.6
177,48,0.8749091204511843,0.6,2,50,True k = 0.6
177,49,0.8961105998167398,0.6,2,50,True k = 0.6
177,50,0.5487560178579816,0.6,2,50,True k = 0.6
177,51,0.40773687602550585,0.6,2,50,True k = 0.6
177,52,0.2755087412374863,0.6,2,50,True k = 0.6
177,53,0.8248451319181428,0.6,2,50,True k = 0.6
177,54,1.0350587990199964,0.6,2,50,True k = 0.6
177,55,0.30590057984107416,0.6,2,50,True k = 0.6
177,56,0.7816012106459632,0.6,2,50,True k = 0.6
177,57,1.06652686743849,0.6,2,50,True k = 0.6
177,58,1.2729215534862595,0.6,2,50,True k = 0.6
177,59,0.7151797566965885,0.6,2,50,True k = 0.6
177,60,0.703317496335566,0.6,2,50,True k = 0.6
177,61,0.6128805647300576,0.6,2,50,True k = 0.6
177,62,0.8394870723299881,0.6,2,50,True k = 0.6
177,63,0.4376805457752444,0.6,2,50,True k = 0.6
177,64,0.5340115326522026,0.6,2,50,True k = 0.6
177,65,0.5985284505700651,0.6,2,50,True k = 0.6
177,66,0.9670394514259688,0.6,2,50,True k = 0.6
177,67,0.48670634369440735,0.6,2,50,True k = 0.6
177,68,0.609354763755937,0.6,2,50,True k = 0.6
177,69,0.4873059471431917,0.6,2,50,True k = 0.6
177,70,0.9179963091261238,0.6,2,50,True k = 0.6
177,71,0.49805062467235034,0.6,2,50,True k = 0.6
177,72,0.4913335470552885,0.6,2,50,True k = 0.6
177,73,0.6399793077284458,0.6,2,50,True k = 0.6
177,74,0.6381462219301556,0.6,2,50,True k = 0.6
177,75,1.0838741052683063,0.6,2,50,True k = 0.6
177,76,0.3696733892494285,0.6,2,50,True k = 0.6
177,77,0.914323493508282,0.6,2,50,True k = 0.6
177,78,0.8364587445618216,0.6,2,50,True k = 0.6
177,79,0.637966956010497,0.6,2,50,True k = 0.6
177,80,0.49208220053686014,0.6,2,50,True k = 0.6
177,81,0.35828906002246735,0.6,2,50,True k = 0.6
177,82,0.6934803733450462,0.6,2,50,True k = 0.6
177,83,0.6603071088039738,0.6,2,50,True k = 0.6
177,84,0.48060539003594777,0.6,2,50,True k = 0.6
177,85,1.2013944840570137,0.6,2,50,True k = 0.6
177,86,0.5936686964377493,0.6,2,50,True k = 0.6
177,87,0.8819987472062737,0.6,2,50,True k = 0.6
177,88,0.6746217257617614,0.6,2,50,True k = 0.6
177,89,0.4242871367737035,0.6,2,50,True k = 0.6
177,90,0.6656438681890148,0.6,2,50,True k = 0.6
177,91,0.3460361394876228,0.6,2,50,True k = 0.6
177,92,0.5585790175973626,0.6,2,50,True k = 0.6
177,93,0.5740402369768411,0.6,2,50,True k = 0.6
177,94,0.5518667870970861,0.6,2,50,True k = 0.6
177,95,0.7219330212790899,0.6,2,50,True k = 0.6
177,96,0.4007067275183509,0.6,2,50,True k = 0.6
177,97,0.9083758449902708,0.6,2,50,True k = 0.6
177,98,0.5580867953452525,0.6,2,50,True k = 0.6
177,99,0.4064879287320885,0.6,2,50,True k = 0.6
177,100,0.5368061188808141,0.6,2,50,True k = 0.6
178,1,0.5139042429120165,0.6,2,75,True k = 0.6
178,2,0.6808162326151451,0.6,2,75,True k = 0.6
178,3,0.781174273121527,0.6,2,75,True k = 0.6
178,4,0.7595435271324551,0.6,2,75,True k = 0.6
178,5,0.5921814401451103,0.6,2,75,True k = 0.6
178,6,0.48297953128247484,0.6,2,75,True k = 0.6
178,7,0.5563773879938918,0.6,2,75,True k = 0.6
178,8,0.7200425783329255,0.6,2,75,True k = 0.6
178,9,0.6363917027306004,0.6,2,75,True k = 0.6
178,10,0.9812867305824303,0.6,2,75,True k = 0.6
178,11,0.5262900476232936,0.6,2,75,True k = 0.6
178,12,0.5118910538490957,0.6,2,75,True k = 0.6
178,13,0.4213932608309987,0.6,2,75,True k = 0.6
178,14,0.6732693928651136,0.6,2,75,True k = 0.6
178,15,0.8407673402217247,0.6,2,75,True k = 0.6
178,16,0.4648310072810822,0.6,2,75,True k = 0.6
178,17,0.6066712117884766,0.6,2,75,True k = 0.6
178,18,0.7444368968091011,0.6,2,75,True k = 0.6
178,19,0.7759302266316491,0.6,2,75,True k = 0.6
178,20,0.6194842456731134,0.6,2,75,True k = 0.6
178,21,0.6359806398673893,0.6,2,75,True k = 0.6
178,22,0.47360908087157744,0.6,2,75,True k = 0.6
178,23,0.9249546094357086,0.6,2,75,True k = 0.6
178,24,0.6191184512662314,0.6,2,75,True k = 0.6
178,25,0.7277263239818479,0.6,2,75,True k = 0.6
178,26,0.47311277954900516,0.6,2,75,True k = 0.6
178,27,0.8413069825377179,0.6,2,75,True k = 0.6
178,28,0.42363028380029827,0.6,2,75,True k = 0.6
178,29,0.5743787563468752,0.6,2,75,True k = 0.6
178,30,0.4833920560753341,0.6,2,75,True k = 0.6
178,31,0.5314771582511029,0.6,2,75,True k = 0.6
178,32,1.0497759577792958,0.6,2,75,True k = 0.6
178,33,0.9137958310287844,0.6,2,75,True k = 0.6
178,34,1.025820264434357,0.6,2,75,True k = 0.6
178,35,0.7936776570694449,0.6,2,75,True k = 0.6
178,36,0.7982002654482031,0.6,2,75,True k = 0.6
178,37,0.44764325334508437,0.6,2,75,True k = 0.6
178,38,0.6778989035312956,0.6,2,75,True k = 0.6
178,39,0.8531932413703005,0.6,2,75,True k = 0.6
178,40,1.0227727708860357,0.6,2,75,True k = 0.6
178,41,0.85448803254527,0.6,2,75,True k = 0.6
178,42,0.7702928361935212,0.6,2,75,True k = 0.6
178,43,0.7178596413002,0.6,2,75,True k = 0.6
178,44,0.8620098938821962,0.6,2,75,True k = 0.6
178,45,0.5735160691757125,0.6,2,75,True k = 0.6
178,46,0.7374623024965088,0.6,2,75,True k = 0.6
178,47,0.4876670639283004,0.6,2,75,True k = 0.6
178,48,0.5598592406400843,0.6,2,75,True k = 0.6
178,49,0.4534511869661618,0.6,2,75,True k = 0.6
178,50,0.600716132458173,0.6,2,75,True k = 0.6
178,51,0.6932992218891084,0.6,2,75,True k = 0.6
178,52,0.43940524567810535,0.6,2,75,True k = 0.6
178,53,0.6368541742003578,0.6,2,75,True k = 0.6
178,54,0.6139351849847188,0.6,2,75,True k = 0.6
178,55,0.6760521414231091,0.6,2,75,True k = 0.6
178,56,0.6424847976198284,0.6,2,75,True k = 0.6
178,57,0.8562839715554091,0.6,2,75,True k = 0.6
178,58,0.593633756834059,0.6,2,75,True k = 0.6
178,59,0.7748440875125284,0.6,2,75,True k = 0.6
178,60,0.622291586982114,0.6,2,75,True k = 0.6
178,61,0.749353701312682,0.6,2,75,True k = 0.6
178,62,0.511545009272061,0.6,2,75,True k = 0.6
178,63,0.5545295925642537,0.6,2,75,True k = 0.6
178,64,0.818056948420755,0.6,2,75,True k = 0.6
178,65,0.6401509472206793,0.6,2,75,True k = 0.6
178,66,0.613478948602464,0.6,2,75,True k = 0.6
178,67,0.4457506392929753,0.6,2,75,True k = 0.6
178,68,0.4103365716597107,0.6,2,75,True k = 0.6
178,69,0.7667048695208385,0.6,2,75,True k = 0.6
178,70,0.6377659501957783,0.6,2,75,True k = 0.6
178,71,0.3870997148652574,0.6,2,75,True k = 0.6
178,72,0.6223004229195839,0.6,2,75,True k = 0.6
178,73,0.3554547569754331,0.6,2,75,True k = 0.6
178,74,0.41539537955066463,0.6,2,75,True k = 0.6
178,75,0.5691925957930543,0.6,2,75,True k = 0.6
178,76,0.49280352207972505,0.6,2,75,True k = 0.6
178,77,0.47545546951349854,0.6,2,75,True k = 0.6
178,78,0.814034157699159,0.6,2,75,True k = 0.6
178,79,0.6270391542451932,0.6,2,75,True k = 0.6
178,80,0.792318555582359,0.6,2,75,True k = 0.6
178,81,0.4328501540257748,0.6,2,75,True k = 0.6
178,82,0.5470620016413384,0.6,2,75,True k = 0.6
178,83,0.6539226886573727,0.6,2,75,True k = 0.6
178,84,0.9010406705539677,0.6,2,75,True k = 0.6
178,85,0.7333917157670616,0.6,2,75,True k = 0.6
178,86,0.6135199453765041,0.6,2,75,True k = 0.6
178,87,0.6236261966634286,0.6,2,75,True k = 0.6
178,88,0.7844832536061732,0.6,2,75,True k = 0.6
178,89,0.5733268526971107,0.6,2,75,True k = 0.6
178,90,0.798667336496792,0.6,2,75,True k = 0.6
178,91,0.494193670753108,0.6,2,75,True k = 0.6
178,92,1.0282030303892573,0.6,2,75,True k = 0.6
178,93,0.7209431510236335,0.6,2,75,True k = 0.6
178,94,0.8977524340100002,0.6,2,75,True k = 0.6
178,95,0.5229170468180057,0.6,2,75,True k = 0.6
178,96,0.583640915296522,0.6,2,75,True k = 0.6
178,97,0.5873360389602499,0.6,2,75,True k = 0.6
178,98,0.48734298468917037,0.6,2,75,True k = 0.6
178,99,0.8281789074952239,0.6,2,75,True k = 0.6
178,100,0.8325092186673847,0.6,2,75,True k = 0.6
179,1,0.46970655227507807,0.6,2,100,True k = 0.6
179,2,0.8188273433730233,0.6,2,100,True k = 0.6
179,3,0.505794073820177,0.6,2,100,True k = 0.6
179,4,0.6733370262939306,0.6,2,100,True k = 0.6
179,5,0.7327363291570528,0.6,2,100,True k = 0.6
179,6,0.6466104209372142,0.6,2,100,True k = 0.6
179,7,0.5794811316535513,0.6,2,100,True k = 0.6
179,8,0.3736374901779162,0.6,2,100,True k = 0.6
179,9,0.5555899868540692,0.6,2,100,True k = 0.6
179,10,0.6700133589757153,0.6,2,100,True k = 0.6
179,11,0.4296301906215407,0.6,2,100,True k = 0.6
179,12,0.5540401170279513,0.6,2,100,True k = 0.6
179,13,0.5434730653001797,0.6,2,100,True k = 0.6
179,14,0.6566666667554709,0.6,2,100,True k = 0.6
179,15,0.6631091865679323,0.6,2,100,True k = 0.6
179,16,0.5601199188305359,0.6,2,100,True k = 0.6
179,17,0.490515926045581,0.6,2,100,True k = 0.6
179,18,0.6356027702968728,0.6,2,100,True k = 0.6
179,19,0.6169172649071331,0.6,2,100,True k = 0.6
179,20,0.5921172002375253,0.6,2,100,True k = 0.6
179,21,0.5932442415308259,0.6,2,100,True k = 0.6
179,22,0.4802383769233216,0.6,2,100,True k = 0.6
179,23,0.4999935514226841,0.6,2,100,True k = 0.6
179,24,0.8559077214029261,0.6,2,100,True k = 0.6
179,25,0.5486833213921894,0.6,2,100,True k = 0.6
179,26,0.6145187606561383,0.6,2,100,True k = 0.6
179,27,0.6448107188947092,0.6,2,100,True k = 0.6
179,28,0.5291271988758283,0.6,2,100,True k = 0.6
179,29,0.6353783888180375,0.6,2,100,True k = 0.6
179,30,0.387747568754325,0.6,2,100,True k = 0.6
179,31,0.4352605340987369,0.6,2,100,True k = 0.6
179,32,0.7358485232823312,0.6,2,100,True k = 0.6
179,33,0.6339095166944533,0.6,2,100,True k = 0.6
179,34,0.6562506655015674,0.6,2,100,True k = 0.6
179,35,0.7015673323811483,0.6,2,100,True k = 0.6
179,36,0.6128079297743266,0.6,2,100,True k = 0.6
179,37,0.7218037987606425,0.6,2,100,True k = 0.6
179,38,0.5884065334193546,0.6,2,100,True k = 0.6
179,39,1.038386959863596,0.6,2,100,True k = 0.6
179,40,0.7090687242058525,0.6,2,100,True k = 0.6
179,41,0.7581634096628538,0.6,2,100,True k = 0.6
179,42,0.41826217494536083,0.6,2,100,True k = 0.6
179,43,0.6943125283563699,0.6,2,100,True k = 0.6
179,44,0.5069364376970086,0.6,2,100,True k = 0.6
179,45,0.5933216312890565,0.6,2,100,True k = 0.6
179,46,0.6350158367695233,0.6,2,100,True k = 0.6
179,47,0.6464328137051382,0.6,2,100,True k = 0.6
179,48,0.620688998030351,0.6,2,100,True k = 0.6
179,49,0.47781358710366095,0.6,2,100,True k = 0.6
179,50,0.7600074741864539,0.6,2,100,True k = 0.6
179,51,0.7080511629702245,0.6,2,100,True k = 0.6
179,52,0.7843170255574612,0.6,2,100,True k = 0.6
179,53,0.5041802011717572,0.6,2,100,True k = 0.6
179,54,0.8086101653821536,0.6,2,100,True k = 0.6
179,55,0.5570528318541134,0.6,2,100,True k = 0.6
179,56,0.4603569766278113,0.6,2,100,True k = 0.6
179,57,0.5564755800641813,0.6,2,100,True k = 0.6
179,58,0.5593058866084696,0.6,2,100,True k = 0.6
179,59,0.45995418304353575,0.6,2,100,True k = 0.6
179,60,0.9374032681527279,0.6,2,100,True k = 0.6
179,61,0.44105203508961704,0.6,2,100,True k = 0.6
179,62,0.5909904219698616,0.6,2,100,True k = 0.6
179,63,0.5318871918249736,0.6,2,100,True k = 0.6
179,64,0.4669034418998227,0.6,2,100,True k = 0.6
179,65,1.0172758259547139,0.6,2,100,True k = 0.6
179,66,0.6285706485894891,0.6,2,100,True k = 0.6
179,67,0.6183355286445572,0.6,2,100,True k = 0.6
179,68,0.6145511823987465,0.6,2,100,True k = 0.6
179,69,0.70487000979763,0.6,2,100,True k = 0.6
179,70,0.7558130448475966,0.6,2,100,True k = 0.6
179,71,0.4987965783848728,0.6,2,100,True k = 0.6
179,72,0.6807229492516991,0.6,2,100,True k = 0.6
179,73,0.8089459364109516,0.6,2,100,True k = 0.6
179,74,0.5675162174953021,0.6,2,100,True k = 0.6
179,75,0.6519798639206529,0.6,2,100,True k = 0.6
179,76,0.5762154330839001,0.6,2,100,True k = 0.6
179,77,0.43667558759824926,0.6,2,100,True k = 0.6
179,78,0.6727047426169676,0.6,2,100,True k = 0.6
179,79,0.6694587203962626,0.6,2,100,True k = 0.6
179,80,0.4484650579334393,0.6,2,100,True k = 0.6
179,81,0.7841721153462853,0.6,2,100,True k = 0.6
